Node1	Node2	Sim	Node1Chrname	Node1Chr	Node2Chrname	Node2Chr
soff_lappurple_cm036226.1	soff_lappurple_cm036227.1	0.1992721006198719	C10	Chr10	D10	Chr10
soff_lappurple_cm036224.1	soff_lappurple_cm036227.1	0.16971503575853483	A10	Chr10	D10	Chr10
soff_lappurple_cm036230.1	soff_lappurple_cm036227.1	0.14176728627807691	G10	Chr10	D10	Chr10
soff_lappurple_cm036231.1	soff_lappurple_cm036227.1	0.13699438584810011	H10	Chr10	D10	Chr10
sspo_ap85441_cm010714.1	soff_lappurple_cm036227.1	0.11510659824225654	8D	Chr08	D10	Chr10
sspo_ap85441_cm010711.1	soff_lappurple_cm036227.1	0.11345236639354286	8A	Chr08	D10	Chr10
sspo_ap85441_cm010712.1	soff_lappurple_cm036227.1	0.11232371128981009	8B	Chr08	D10	Chr10
sspo_npx_cm039616.1	soff_lappurple_cm036227.1	0.11096080725358291	10B	Chr10	D10	Chr10
sspo_npx_cm039618.1	soff_lappurple_cm036227.1	0.10922207585960679	10D	Chr10	D10	Chr10
sspo_npx_cm039615.1	soff_lappurple_cm036227.1	0.10898983249213665	10A	Chr10	D10	Chr10
sspo_npx_cm039617.1	soff_lappurple_cm036227.1	0.10714285714285714	10C	Chr10	D10	Chr10
sspo_ap85441_cm010713.1	soff_lappurple_cm036227.1	0.09601574551837863	8C	Chr08	D10	Chr10
soff_lappurple_cm036228.1	soff_lappurple_cm036228.1	1.0	E10	Chr10	E10	Chr10
soff_lappurple_cm036227.1	soff_lappurple_cm036228.1	0.22562054361228756	D10	Chr10	E10	Chr10
soff_lappurple_cm036225.1	soff_lappurple_cm036228.1	0.21706324646765252	B10	Chr10	E10	Chr10
soff_lappurple_cm036226.1	soff_lappurple_cm036228.1	0.19191196555626375	C10	Chr10	E10	Chr10
soff_lappurple_cm036224.1	soff_lappurple_cm036228.1	0.18926119999492494	A10	Chr10	E10	Chr10
soff_lappurple_cm036230.1	soff_lappurple_cm036228.1	0.16478914143344084	G10	Chr10	E10	Chr10
soff_lappurple_cm036229.1	soff_lappurple_cm036228.1	0.16228854352908817	F10	Chr10	E10	Chr10
soff_lappurple_cm036231.1	soff_lappurple_cm036228.1	0.1299549653402192	H10	Chr10	E10	Chr10
sspo_ap85441_cm010714.1	soff_lappurple_cm036228.1	0.11163343064971053	8D	Chr08	E10	Chr10
sspo_npx_cm039618.1	soff_lappurple_cm036228.1	0.10745218784419745	10D	Chr10	E10	Chr10
sspo_ap85441_cm010711.1	soff_lappurple_cm036228.1	0.10650960788923397	8A	Chr08	E10	Chr10
sspo_npx_cm039616.1	soff_lappurple_cm036228.1	0.10649629895085451	10B	Chr10	E10	Chr10
sspo_npx_cm039615.1	soff_lappurple_cm036228.1	0.10564417329752875	10A	Chr10	E10	Chr10
sspo_ap85441_cm010712.1	soff_lappurple_cm036228.1	0.10537248840803709	8B	Chr08	E10	Chr10
sspo_npx_cm039617.1	soff_lappurple_cm036228.1	0.10233326503432025	10C	Chr10	E10	Chr10
sspo_ap85441_cm010713.1	soff_lappurple_cm036228.1	0.09343365993612299	8C	Chr08	E10	Chr10
soff_lappurple_cm036229.1	soff_lappurple_cm036229.1	1.0	F10	Chr10	F10	Chr10
soff_lappurple_cm036227.1	soff_lappurple_cm036229.1	0.20110446387482742	D10	Chr10	F10	Chr10
soff_lappurple_cm036225.1	soff_lappurple_cm036229.1	0.18835775285803935	B10	Chr10	F10	Chr10
soff_lappurple_cm036224.1	soff_lappurple_cm036229.1	0.18557751615757997	A10	Chr10	F10	Chr10
soff_lappurple_cm036226.1	soff_lappurple_cm036229.1	0.1732476111511329	C10	Chr10	F10	Chr10
soff_lappurple_cm036228.1	soff_lappurple_cm036229.1	0.16228854352908817	E10	Chr10	F10	Chr10
soff_lappurple_cm036231.1	soff_lappurple_cm036229.1	0.12831711997882336	H10	Chr10	F10	Chr10
soff_lappurple_cm036230.1	soff_lappurple_cm036229.1	0.11109717868338558	G10	Chr10	F10	Chr10
sspo_ap85441_cm010713.1	soff_lappurple_cm036229.1	0.1021713417928537	8C	Chr08	F10	Chr10
sspo_ap85441_cm010711.1	soff_lappurple_cm036229.1	0.1015781546722546	8A	Chr08	F10	Chr10
sspo_ap85441_cm010714.1	soff_lappurple_cm036229.1	0.10139263428042887	8D	Chr08	F10	Chr10
sspo_npx_cm039616.1	soff_lappurple_cm036229.1	0.09846755787414412	10B	Chr10	F10	Chr10
sspo_npx_cm039618.1	soff_lappurple_cm036229.1	0.0957902365109691	10D	Chr10	F10	Chr10
sspo_npx_cm039617.1	soff_lappurple_cm036229.1	0.09578985930016418	10C	Chr10	F10	Chr10
sspo_ap85441_cm010712.1	soff_lappurple_cm036229.1	0.09533238669671587	8B	Chr08	F10	Chr10
sspo_npx_cm039615.1	soff_lappurple_cm036229.1	0.09516734438536127	10A	Chr10	F10	Chr10
soff_lappurple_cm036230.1	soff_lappurple_cm036230.1	1.0	G10	Chr10	G10	Chr10
soff_lappurple_cm036228.1	soff_lappurple_cm036230.1	0.16478914143344084	E10	Chr10	G10	Chr10
soff_lappurple_cm036231.1	soff_lappurple_cm036230.1	0.15961277831558568	H10	Chr10	G10	Chr10
soff_lappurple_cm036226.1	soff_lappurple_cm036230.1	0.14779448547803314	C10	Chr10	G10	Chr10
soff_lappurple_cm036227.1	soff_lappurple_cm036230.1	0.14176728627807691	D10	Chr10	G10	Chr10
soff_lappurple_cm036225.1	soff_lappurple_cm036230.1	0.13911736220529353	B10	Chr10	G10	Chr10
soff_lappurple_cm036224.1	soff_lappurple_cm036230.1	0.13640490240581027	A10	Chr10	G10	Chr10
soff_lappurple_cm036229.1	soff_lappurple_cm036230.1	0.11109717868338558	F10	Chr10	G10	Chr10
sspo_npx_cm039616.1	soff_lappurple_cm036230.1	0.08791413504528259	10B	Chr10	G10	Chr10
sspo_ap85441_cm010714.1	soff_lappurple_cm036230.1	0.08525388261754616	8D	Chr08	G10	Chr10
sspo_npx_cm039615.1	soff_lappurple_cm036230.1	0.08474673389869355	10A	Chr10	G10	Chr10
sspo_ap85441_cm010712.1	soff_lappurple_cm036230.1	0.08449857594710251	8B	Chr08	G10	Chr10
sspo_npx_cm039618.1	soff_lappurple_cm036230.1	0.0844572570948442	10D	Chr10	G10	Chr10
sspo_ap85441_cm010711.1	soff_lappurple_cm036230.1	0.08444679694429344	8A	Chr08	G10	Chr10
sspo_npx_cm039617.1	soff_lappurple_cm036230.1	0.0830157093104943	10C	Chr10	G10	Chr10
soff_lappurple_cm036231.1	soff_lappurple_cm036231.1	1.0	H10	Chr10	H10	Chr10
soff_lappurple_cm036230.1	soff_lappurple_cm036231.1	0.15961277831558568	G10	Chr10	H10	Chr10
soff_lappurple_cm036226.1	soff_lappurple_cm036231.1	0.1414651148693702	C10	Chr10	H10	Chr10
soff_lappurple_cm036224.1	soff_lappurple_cm036231.1	0.14009718745398322	A10	Chr10	H10	Chr10
soff_lappurple_cm036227.1	soff_lappurple_cm036231.1	0.13699438584810011	D10	Chr10	H10	Chr10
soff_lappurple_cm036225.1	soff_lappurple_cm036231.1	0.1322929993157002	B10	Chr10	H10	Chr10
soff_lappurple_cm036228.1	soff_lappurple_cm036231.1	0.1299549653402192	E10	Chr10	H10	Chr10
soff_lappurple_cm036229.1	soff_lappurple_cm036231.1	0.12831711997882336	F10	Chr10	H10	Chr10
sspo_ap85441_cm010713.1	soff_lappurple_cm036231.1	0.08307020490426605	8C	Chr08	H10	Chr10
sspo_npx_cm039618.1	soff_lappurple_cm036231.1	0.08155374724632469	10D	Chr10	H10	Chr10
sspo_ap85441_cm010714.1	soff_lappurple_cm036231.1	0.08126782511540384	8D	Chr08	H10	Chr10
sspo_npx_cm039615.1	soff_lappurple_cm036231.1	0.08073394495412844	10A	Chr10	H10	Chr10
sspo_ap85441_cm010683.1	sspo_ap85441_cm010683.1	1.0	1A	Chr01	1A	Chr01
sspo_npx_cm039580.1	sspo_ap85441_cm010683.1	0.20484969469234382	1B	Chr01	1A	Chr01
sspo_ap85441_cm010686.1	sspo_ap85441_cm010683.1	0.20135780488210725	1D	Chr01	1A	Chr01
sspo_npx_cm039579.1	sspo_ap85441_cm010683.1	0.19870790234388605	1A	Chr01	1A	Chr01
sspo_npx_cm039581.1	sspo_ap85441_cm010683.1	0.19861930225760416	1C	Chr01	1A	Chr01
sspo_ap85441_cm010684.1	sspo_ap85441_cm010683.1	0.19720577290230723	1B	Chr01	1A	Chr01
sspo_npx_cm039582.1	sspo_ap85441_cm010683.1	0.18211460768769092	1D	Chr01	1A	Chr01
sspo_ap85441_cm010685.1	sspo_ap85441_cm010683.1	0.1771774150953362	1C	Chr01	1A	Chr01
soff_lappurple_cm036155.1	sspo_ap85441_cm010683.1	0.13562088962825913	D01	Chr01	1A	Chr01
soff_lappurple_cm036156.1	sspo_ap85441_cm010683.1	0.13216182009014016	E01	Chr01	1A	Chr01
soff_lappurple_cm036154.1	sspo_ap85441_cm010683.1	0.12593390528219137	C01	Chr01	1A	Chr01
soff_lappurple_cm036152.1	sspo_ap85441_cm010683.1	0.12566370439991303	A01	Chr01	1A	Chr01
soff_lappurple_cm036158.1	sspo_ap85441_cm010683.1	0.11938949938949939	G01	Chr01	1A	Chr01
soff_lappurple_cm036153.1	sspo_ap85441_cm010683.1	0.11894704708897423	B01	Chr01	1A	Chr01
soff_lappurple_cm036159.1	sspo_ap85441_cm010683.1	0.11493198707454422	H01	Chr01	1A	Chr01
soff_lappurple_cm036157.1	sspo_ap85441_cm010683.1	0.10442772251647074	F01	Chr01	1A	Chr01
sspo_ap85441_cm010684.1	sspo_ap85441_cm010684.1	1.0	1B	Chr01	1B	Chr01
sspo_ap85441_cm010686.1	sspo_ap85441_cm010684.1	0.20383432371934232	1D	Chr01	1B	Chr01
sspo_npx_cm039580.1	sspo_ap85441_cm010684.1	0.2024605336545068	1B	Chr01	1B	Chr01
sspo_npx_cm039581.1	sspo_ap85441_cm010684.1	0.19977089351529037	1C	Chr01	1B	Chr01
sspo_ap85441_cm010683.1	sspo_ap85441_cm010684.1	0.19720577290230723	1A	Chr01	1B	Chr01
sspo_npx_cm039579.1	sspo_ap85441_cm010684.1	0.1968734283319363	1A	Chr01	1B	Chr01
sspo_npx_cm039582.1	sspo_ap85441_cm010684.1	0.17991977550915006	1D	Chr01	1B	Chr01
sspo_ap85441_cm010685.1	sspo_ap85441_cm010684.1	0.17949197179508963	1C	Chr01	1B	Chr01
soff_lappurple_cm036155.1	sspo_ap85441_cm010684.1	0.13696487520961326	D01	Chr01	1B	Chr01
soff_lappurple_cm036156.1	sspo_ap85441_cm010684.1	0.13277122817489928	E01	Chr01	1B	Chr01
soff_lappurple_cm036152.1	sspo_ap85441_cm010684.1	0.1264769704843987	A01	Chr01	1B	Chr01
soff_lappurple_cm036154.1	sspo_ap85441_cm010684.1	0.1254746917754773	C01	Chr01	1B	Chr01
soff_lappurple_cm036153.1	sspo_ap85441_cm010684.1	0.12062280925261512	B01	Chr01	1B	Chr01
soff_lappurple_cm036158.1	sspo_ap85441_cm010684.1	0.11977326612966539	G01	Chr01	1B	Chr01
soff_lappurple_cm036159.1	sspo_ap85441_cm010684.1	0.11658889118315094	H01	Chr01	1B	Chr01
soff_lappurple_cm036157.1	sspo_ap85441_cm010684.1	0.10189391292193724	F01	Chr01	1B	Chr01
sspo_ap85441_cm010685.1	sspo_ap85441_cm010685.1	1.0	1C	Chr01	1C	Chr01
sspo_npx_cm039581.1	sspo_ap85441_cm010685.1	0.18792289033575896	1C	Chr01	1C	Chr01
sspo_npx_cm039582.1	sspo_ap85441_cm010685.1	0.1873120836837882	1D	Chr01	1C	Chr01
sspo_npx_cm039580.1	sspo_ap85441_cm010685.1	0.1850598715339272	1B	Chr01	1C	Chr01
sspo_ap85441_cm010684.1	sspo_ap85441_cm010685.1	0.17949197179508963	1B	Chr01	1C	Chr01
sspo_ap85441_cm010683.1	sspo_ap85441_cm010685.1	0.1771774150953362	1A	Chr01	1C	Chr01
sspo_npx_cm039579.1	sspo_ap85441_cm010685.1	0.17514263770024138	1A	Chr01	1C	Chr01
sspo_ap85441_cm010686.1	sspo_ap85441_cm010685.1	0.17284111209393482	1D	Chr01	1C	Chr01
soff_lappurple_cm036152.1	sspo_ap85441_cm010685.1	0.12187998072574965	A01	Chr01	1C	Chr01
soff_lappurple_cm036155.1	sspo_ap85441_cm010685.1	0.11926403034117473	D01	Chr01	1C	Chr01
soff_lappurple_cm036154.1	sspo_ap85441_cm010685.1	0.11832944744264914	C01	Chr01	1C	Chr01
soff_lappurple_cm036156.1	sspo_ap85441_cm010685.1	0.11683988307892172	E01	Chr01	1C	Chr01
soff_lappurple_cm036158.1	sspo_ap85441_cm010685.1	0.10853382614552928	G01	Chr01	1C	Chr01
soff_lappurple_cm036159.1	sspo_ap85441_cm010685.1	0.10644780544042162	H01	Chr01	1C	Chr01
soff_lappurple_cm036153.1	sspo_ap85441_cm010685.1	0.10336960076102143	B01	Chr01	1C	Chr01
soff_lappurple_cm036157.1	sspo_ap85441_cm010685.1	0.10088665022166256	F01	Chr01	1C	Chr01
sspo_ap85441_cm010686.1	sspo_ap85441_cm010686.1	1.0	1D	Chr01	1D	Chr01
sspo_npx_cm039580.1	sspo_ap85441_cm010686.1	0.2141160530585618	1B	Chr01	1D	Chr01
sspo_npx_cm039581.1	sspo_ap85441_cm010686.1	0.20680029797326804	1C	Chr01	1D	Chr01
sspo_npx_cm039579.1	sspo_ap85441_cm010686.1	0.20496550291299115	1A	Chr01	1D	Chr01
sspo_ap85441_cm010684.1	sspo_ap85441_cm010686.1	0.20383432371934232	1B	Chr01	1D	Chr01
sspo_ap85441_cm010683.1	sspo_ap85441_cm010686.1	0.20135780488210725	1A	Chr01	1D	Chr01
sspo_ap85441_cm010685.1	sspo_ap85441_cm010686.1	0.17284111209393482	1C	Chr01	1D	Chr01
sspo_npx_cm039582.1	sspo_ap85441_cm010686.1	0.17145841012409388	1D	Chr01	1D	Chr01
soff_lappurple_cm036155.1	sspo_ap85441_cm010686.1	0.1420480482803977	D01	Chr01	1D	Chr01
soff_lappurple_cm036156.1	sspo_ap85441_cm010686.1	0.13522766438172557	E01	Chr01	1D	Chr01
soff_lappurple_cm036154.1	sspo_ap85441_cm010686.1	0.12740193985237602	C01	Chr01	1D	Chr01
soff_lappurple_cm036153.1	sspo_ap85441_cm010686.1	0.12658666949842484	B01	Chr01	1D	Chr01
soff_lappurple_cm036152.1	sspo_ap85441_cm010686.1	0.1252439659663136	A01	Chr01	1D	Chr01
soff_lappurple_cm036158.1	sspo_ap85441_cm010686.1	0.12242476104365797	G01	Chr01	1D	Chr01
soff_lappurple_cm036159.1	sspo_ap85441_cm010686.1	0.11550198352151358	H01	Chr01	1D	Chr01
soff_lappurple_cm036157.1	sspo_ap85441_cm010686.1	0.0995222233705114	F01	Chr01	1D	Chr01
sspo_ap85441_cm010687.1	sspo_ap85441_cm010687.1	1.0	2A	Chr02	2A	Chr02
sspo_ap85441_cm010689.1	sspo_ap85441_cm010687.1	0.18268078013977018	2C	Chr02	2A	Chr02
sspo_ap85441_cm010688.1	sspo_ap85441_cm010687.1	0.17909123587943312	2B	Chr02	2A	Chr02
sspo_ap85441_cm010690.1	sspo_ap85441_cm010687.1	0.1761458526628317	2D	Chr02	2A	Chr02
sspo_npx_cm039585.1	sspo_ap85441_cm010687.1	0.16534127440695745	2C	Chr02	2A	Chr02
sspo_npx_cm039584.1	sspo_ap85441_cm010687.1	0.16435593427508774	2B	Chr02	2A	Chr02
sspo_npx_cm039583.1	sspo_ap85441_cm010687.1	0.1639370625227467	2A	Chr02	2A	Chr02
sspo_npx_cm039586.1	sspo_ap85441_cm010687.1	0.15612428967047484	2D	Chr02	2A	Chr02
soff_lappurple_cm036160.1	sspo_ap85441_cm010687.1	0.12213813232425456	A02	Chr02	2A	Chr02
soff_lappurple_cm036163.1	sspo_ap85441_cm010687.1	0.11372289479163568	D02	Chr02	2A	Chr02
soff_lappurple_cm036162.1	sspo_ap85441_cm010687.1	0.10803216387140321	C02	Chr02	2A	Chr02
soff_lappurple_cm036164.1	sspo_ap85441_cm010687.1	0.10781860121515476	E02	Chr02	2A	Chr02
soff_lappurple_cm036165.1	sspo_ap85441_cm010687.1	0.10361335118473083	F02	Chr02	2A	Chr02
soff_lappurple_cm036161.1	sspo_ap85441_cm010687.1	0.10145768739071018	B02	Chr02	2A	Chr02
soff_lappurple_cm036166.1	sspo_ap85441_cm010687.1	0.09036019904078896	G02	Chr02	2A	Chr02
sspo_ap85441_cm010688.1	sspo_ap85441_cm010688.1	1.0	2B	Chr02	2B	Chr02
sspo_ap85441_cm010687.1	sspo_ap85441_cm010688.1	0.17909123587943312	2A	Chr02	2B	Chr02
sspo_ap85441_cm010689.1	sspo_ap85441_cm010688.1	0.1781011832944897	2C	Chr02	2B	Chr02
sspo_ap85441_cm010690.1	sspo_ap85441_cm010688.1	0.17440240708753552	2D	Chr02	2B	Chr02
sspo_npx_cm039585.1	sspo_ap85441_cm010688.1	0.16528701435071755	2C	Chr02	2B	Chr02
sspo_npx_cm039583.1	sspo_ap85441_cm010688.1	0.16307086614173227	2A	Chr02	2B	Chr02
sspo_npx_cm039586.1	sspo_ap85441_cm010688.1	0.15931777441917683	2D	Chr02	2B	Chr02
sspo_npx_cm039584.1	sspo_ap85441_cm010688.1	0.15919278474860032	2B	Chr02	2B	Chr02
soff_lappurple_cm036160.1	sspo_ap85441_cm010688.1	0.12465810508769935	A02	Chr02	2B	Chr02
soff_lappurple_cm036163.1	sspo_ap85441_cm010688.1	0.11591908260829464	D02	Chr02	2B	Chr02
soff_lappurple_cm036164.1	sspo_ap85441_cm010688.1	0.11245497659955152	E02	Chr02	2B	Chr02
soff_lappurple_cm036162.1	sspo_ap85441_cm010688.1	0.11128985749191847	C02	Chr02	2B	Chr02
soff_lappurple_cm036165.1	sspo_ap85441_cm010688.1	0.10671044034491937	F02	Chr02	2B	Chr02
soff_lappurple_cm036161.1	sspo_ap85441_cm010688.1	0.10289352466667173	B02	Chr02	2B	Chr02
soff_lappurple_cm036166.1	sspo_ap85441_cm010688.1	0.09075260769914402	G02	Chr02	2B	Chr02
sspo_ap85441_cm010689.1	sspo_ap85441_cm010689.1	1.0	2C	Chr02	2C	Chr02
sspo_ap85441_cm010687.1	sspo_ap85441_cm010689.1	0.18268078013977018	2A	Chr02	2C	Chr02
sspo_ap85441_cm010688.1	sspo_ap85441_cm010689.1	0.1781011832944897	2B	Chr02	2C	Chr02
sspo_ap85441_cm010690.1	sspo_ap85441_cm010689.1	0.17261185006045948	2D	Chr02	2C	Chr02
sspo_npx_cm039583.1	sspo_ap85441_cm010689.1	0.16143212447220776	2A	Chr02	2C	Chr02
sspo_npx_cm039585.1	sspo_ap85441_cm010689.1	0.15993969203391087	2C	Chr02	2C	Chr02
sspo_npx_cm039586.1	sspo_ap85441_cm010689.1	0.1558772859793268	2D	Chr02	2C	Chr02
sspo_npx_cm039584.1	sspo_ap85441_cm010689.1	0.15465357430058832	2B	Chr02	2C	Chr02
soff_lappurple_cm036160.1	sspo_ap85441_cm010689.1	0.12440108651012659	A02	Chr02	2C	Chr02
soff_lappurple_cm036163.1	sspo_ap85441_cm010689.1	0.11414010324010615	D02	Chr02	2C	Chr02
soff_lappurple_cm036162.1	sspo_ap85441_cm010689.1	0.10884882507466984	C02	Chr02	2C	Chr02
soff_lappurple_cm036165.1	sspo_ap85441_cm010689.1	0.10764300519323579	F02	Chr02	2C	Chr02
soff_lappurple_cm036164.1	sspo_ap85441_cm010689.1	0.10731923375041523	E02	Chr02	2C	Chr02
soff_lappurple_cm036161.1	sspo_ap85441_cm010689.1	0.10109924917034403	B02	Chr02	2C	Chr02
soff_lappurple_cm036166.1	sspo_ap85441_cm010689.1	0.08939346102574897	G02	Chr02	2C	Chr02
sspo_ap85441_cm010690.1	sspo_ap85441_cm010690.1	1.0	2D	Chr02	2D	Chr02
sspo_ap85441_cm010687.1	sspo_ap85441_cm010690.1	0.1761458526628317	2A	Chr02	2D	Chr02
sspo_ap85441_cm010688.1	sspo_ap85441_cm010690.1	0.17440240708753552	2B	Chr02	2D	Chr02
sspo_ap85441_cm010689.1	sspo_ap85441_cm010690.1	0.17261185006045948	2C	Chr02	2D	Chr02
sspo_npx_cm039585.1	sspo_ap85441_cm010690.1	0.15642142768948547	2C	Chr02	2D	Chr02
sspo_npx_cm039583.1	sspo_ap85441_cm010690.1	0.1524820821666931	2A	Chr02	2D	Chr02
sspo_npx_cm039584.1	sspo_ap85441_cm010690.1	0.15154736593432555	2B	Chr02	2D	Chr02
sspo_npx_cm039586.1	sspo_ap85441_cm010690.1	0.1514383227693808	2D	Chr02	2D	Chr02
soff_lappurple_cm036160.1	sspo_ap85441_cm010690.1	0.11521555303313094	A02	Chr02	2D	Chr02
soff_lappurple_cm036163.1	sspo_ap85441_cm010690.1	0.10864732989970181	D02	Chr02	2D	Chr02
soff_lappurple_cm036162.1	sspo_ap85441_cm010690.1	0.10297128017109686	C02	Chr02	2D	Chr02
soff_lappurple_cm036164.1	sspo_ap85441_cm010690.1	0.101366358235428	E02	Chr02	2D	Chr02
soff_lappurple_cm036165.1	sspo_ap85441_cm010690.1	0.09986897893083552	F02	Chr02	2D	Chr02
soff_lappurple_cm036166.1	sspo_ap85441_cm010690.1	0.09474841114349883	G02	Chr02	2D	Chr02
soff_lappurple_cm036161.1	sspo_ap85441_cm010690.1	0.09416831479035104	B02	Chr02	2D	Chr02
sspo_ap85441_cm010691.1	sspo_ap85441_cm010691.1	1.0	3A	Chr03	3A	Chr03
sspo_ap85441_cm010693.1	sspo_ap85441_cm010691.1	0.1885274169444764	3C	Chr03	3A	Chr03
sspo_ap85441_cm010692.1	sspo_ap85441_cm010691.1	0.18674680259689644	3B	Chr03	3A	Chr03
sspo_npx_cm039589.1	sspo_ap85441_cm010691.1	0.18491917201635627	3C	Chr03	3A	Chr03
sspo_ap85441_cm010694.1	sspo_ap85441_cm010691.1	0.18398664723540475	3D	Chr03	3A	Chr03
sspo_npx_cm039588.1	sspo_ap85441_cm010691.1	0.18331618041882944	3B	Chr03	3A	Chr03
sspo_npx_cm039590.1	sspo_ap85441_cm010691.1	0.18215900083549347	3D	Chr03	3A	Chr03
sspo_npx_cm039587.1	sspo_ap85441_cm010691.1	0.17934009299198925	3A	Chr03	3A	Chr03
soff_lappurple_cm036168.1	sspo_ap85441_cm010691.1	0.1290180029588641	A03	Chr03	3A	Chr03
soff_lappurple_cm036170.1	sspo_ap85441_cm010691.1	0.1256006774854262	C03	Chr03	3A	Chr03
soff_lappurple_cm036169.1	sspo_ap85441_cm010691.1	0.12375863871304954	B03	Chr03	3A	Chr03
soff_lappurple_cm036172.1	sspo_ap85441_cm010691.1	0.12028113682401326	E03	Chr03	3A	Chr03
soff_lappurple_cm036171.1	sspo_ap85441_cm010691.1	0.11819090454772614	D03	Chr03	3A	Chr03
soff_lappurple_cm036174.1	sspo_ap85441_cm010691.1	0.1170076529828192	G03	Chr03	3A	Chr03
soff_lappurple_cm036173.1	sspo_ap85441_cm010691.1	0.11572881563005874	F03	Chr03	3A	Chr03
soff_lappurple_cm036175.1	sspo_ap85441_cm010691.1	0.08656281739087872	H03	Chr03	3A	Chr03
sspo_ap85441_cm010692.1	sspo_ap85441_cm010692.1	1.0	3B	Chr03	3B	Chr03
sspo_npx_cm039589.1	sspo_ap85441_cm010692.1	0.19976360492717665	3C	Chr03	3B	Chr03
sspo_ap85441_cm010693.1	sspo_ap85441_cm010692.1	0.19613617396809563	3C	Chr03	3B	Chr03
sspo_npx_cm039590.1	sspo_ap85441_cm010692.1	0.19536753332479484	3D	Chr03	3B	Chr03
sspo_npx_cm039587.1	sspo_ap85441_cm010692.1	0.19204340334755496	3A	Chr03	3B	Chr03
sspo_npx_cm039588.1	sspo_ap85441_cm010692.1	0.18729977931230868	3B	Chr03	3B	Chr03
sspo_ap85441_cm010691.1	sspo_ap85441_cm010692.1	0.18674680259689644	3A	Chr03	3B	Chr03
sspo_ap85441_cm010694.1	sspo_ap85441_cm010692.1	0.17493018307549094	3D	Chr03	3B	Chr03
soff_lappurple_cm036168.1	sspo_ap85441_cm010692.1	0.1384990253411306	A03	Chr03	3B	Chr03
soff_lappurple_cm036170.1	sspo_ap85441_cm010692.1	0.13443026741164005	C03	Chr03	3B	Chr03
soff_lappurple_cm036169.1	sspo_ap85441_cm010692.1	0.12873195647346214	B03	Chr03	3B	Chr03
soff_lappurple_cm036173.1	sspo_ap85441_cm010692.1	0.12352168199737187	F03	Chr03	3B	Chr03
soff_lappurple_cm036172.1	sspo_ap85441_cm010692.1	0.12189307233123178	E03	Chr03	3B	Chr03
soff_lappurple_cm036174.1	sspo_ap85441_cm010692.1	0.12156162667887953	G03	Chr03	3B	Chr03
soff_lappurple_cm036171.1	sspo_ap85441_cm010692.1	0.11493115748010056	D03	Chr03	3B	Chr03
soff_lappurple_cm036175.1	sspo_ap85441_cm010692.1	0.08597491944613776	H03	Chr03	3B	Chr03
sspo_ap85441_cm010693.1	sspo_ap85441_cm010693.1	1.0	3C	Chr03	3C	Chr03
sspo_ap85441_cm010692.1	sspo_ap85441_cm010693.1	0.19613617396809563	3B	Chr03	3C	Chr03
sspo_npx_cm039587.1	sspo_ap85441_cm010693.1	0.1923044812256058	3A	Chr03	3C	Chr03
sspo_npx_cm039590.1	sspo_ap85441_cm010693.1	0.19182952037626946	3D	Chr03	3C	Chr03
sspo_npx_cm039589.1	sspo_ap85441_cm010693.1	0.1896492316173937	3C	Chr03	3C	Chr03
sspo_ap85441_cm010691.1	sspo_ap85441_cm010693.1	0.1885274169444764	3A	Chr03	3C	Chr03
sspo_ap85441_cm010694.1	sspo_ap85441_cm010693.1	0.18256629422930473	3D	Chr03	3C	Chr03
sspo_npx_cm039588.1	sspo_ap85441_cm010693.1	0.18185094792342468	3B	Chr03	3C	Chr03
soff_lappurple_cm036170.1	sspo_ap85441_cm010693.1	0.13620362349558582	C03	Chr03	3C	Chr03
soff_lappurple_cm036168.1	sspo_ap85441_cm010693.1	0.13357048134475466	A03	Chr03	3C	Chr03
soff_lappurple_cm036169.1	sspo_ap85441_cm010693.1	0.12856717522127087	B03	Chr03	3C	Chr03
soff_lappurple_cm036174.1	sspo_ap85441_cm010693.1	0.12566528681253697	G03	Chr03	3C	Chr03
soff_lappurple_cm036173.1	sspo_ap85441_cm010693.1	0.122911852721694	F03	Chr03	3C	Chr03
soff_lappurple_cm036171.1	sspo_ap85441_cm010693.1	0.11669376894079385	D03	Chr03	3C	Chr03
soff_lappurple_cm036172.1	sspo_ap85441_cm010693.1	0.11609287429943956	E03	Chr03	3C	Chr03
sspo_ap85441_cm010694.1	sspo_ap85441_cm010694.1	1.0	3D	Chr03	3D	Chr03
sspo_ap85441_cm010691.1	sspo_ap85441_cm010694.1	0.18398664723540475	3A	Chr03	3D	Chr03
sspo_ap85441_cm010693.1	sspo_ap85441_cm010694.1	0.18256629422930473	3C	Chr03	3D	Chr03
sspo_npx_cm039587.1	sspo_ap85441_cm010694.1	0.18150126094051328	3A	Chr03	3D	Chr03
sspo_npx_cm039590.1	sspo_ap85441_cm010694.1	0.17595664159230015	3D	Chr03	3D	Chr03
sspo_ap85441_cm010692.1	sspo_ap85441_cm010694.1	0.17493018307549094	3B	Chr03	3D	Chr03
sspo_npx_cm039589.1	sspo_ap85441_cm010694.1	0.17434883560541622	3C	Chr03	3D	Chr03
sspo_npx_cm039588.1	sspo_ap85441_cm010694.1	0.16857799559766018	3B	Chr03	3D	Chr03
soff_lappurple_cm036170.1	sspo_ap85441_cm010694.1	0.12388410841470882	C03	Chr03	3D	Chr03
soff_lappurple_cm036168.1	sspo_ap85441_cm010694.1	0.12229796534318572	A03	Chr03	3D	Chr03
